status,card_present_flag,txn_description,first_name,balance,gender,age,merchant_state,amount,customer_id,longitude,latitude,month,day,day_name,month_name
posted,,PAYMENT,Tiffany,5094.32,F,25,,32.0,CUS-1669695324,115.74,-31.72,9,18,Tuesday,September
posted,,PAYMENT,Marissa,9808.96,F,23,,150.0,CUS-2500783281,145.01,-37.93,9,18,Tuesday,September
authorized,0.0,SALES-POS,Michael,47921.93,M,22,VIC,15.71,CUS-3462882033,145.03,-37.91,9,18,Tuesday,September
authorized,1.0,SALES-POS,Mackenzie,3794.28,F,18,NSW,37.84,CUS-586638664,150.79,-33.64,9,18,Tuesday,September
authorized,1.0,SALES-POS,Richard,20461.81,M,24,QLD,39.59,CUS-51506836,152.99,-27.49,9,18,Tuesday,September
authorized,0.0,POS,Michael,47894.07,M,22,VIC,27.86,CUS-3462882033,145.03,-37.91,9,18,Tuesday,September
posted,,INTER BANK,Michael,13256.24,M,40,,78.0,CUS-2031327464,151.23,-33.96,9,18,Tuesday,September
posted,,PAYMENT,Paul,7677.88,M,25,,46.0,CUS-3989008654,115.79,-31.94,9,18,Tuesday,September
authorized,1.0,POS,Gregory,3880.22,M,42,NSW,9.02,CUS-3904958894,150.9,-33.78,9,18,Tuesday,September
authorized,1.0,SALES-POS,Kimberly,3901.49,F,24,VIC,21.27,CUS-3378712515,145.45,-37.74,9,18,Tuesday,September
authorized,1.0,SALES-POS,Michael,47877.0,M,22,VIC,17.07,CUS-3462882033,145.03,-37.91,9,18,Tuesday,September
posted,,PAYMENT,Tyler,5921.7,M,44,,27.0,CUS-1892177589,144.79,-37.73,9,18,Tuesday,September
posted,,PAYMENT,Cindy,10398.9,F,19,,165.0,CUS-3174332735,144.66,-37.91,9,18,Tuesday,September
posted,,INTER BANK,Gregory,3832.56,M,42,,20.0,CUS-3904958894,150.9,-33.78,9,18,Tuesday,September
authorized,1.0,SALES-POS,Joseph,6871.16,M,21,VIC,14.47,CUS-537508723,147.08,-37.97,9,18,Tuesday,September
authorized,1.0,POS,Virginia,5511.87,F,20,WA,15.18,CUS-127297539,115.79,-31.79,9,18,Tuesday,September
authorized,1.0,POS,Alexander,12973.37,M,38,VIC,82.86,CUS-1478398256,143.88,-37.66,9,18,Tuesday,September
authorized,1.0,POS,Gregory,3852.56,M,42,NSW,27.66,CUS-3904958894,150.9,-33.78,9,18,Tuesday,September
posted,,PAYMENT,Sarah,19170.08,F,46,,45.0,CUS-1499065773,151.09,-33.91,9,18,Tuesday,September
posted,,INTER BANK,Ryan,39398.31,M,38,,29.0,CUS-3249305314,151.27,-33.9,9,18,Tuesday,September
authorized,1.0,SALES-POS,Kimberly,3894.1,F,24,VIC,7.39,CUS-3378712515,145.45,-37.74,9,18,Tuesday,September
authorized,1.0,SALES-POS,Jacqueline,5171.47,F,30,SA,62.71,CUS-497688347,138.63,-34.93,9,18,Tuesday,September
authorized,1.0,POS,Ryan,4427.24,M,31,NSW,7.06,CUS-3129499595,150.92,-33.77,9,18,Tuesday,September
authorized,1.0,SALES-POS,Jeffrey,3325.07,M,24,NSW,27.09,CUS-1433879684,145.0,-37.83,9,18,Tuesday,September
authorized,1.0,POS,Jacqueline,5107.04,F,30,SA,64.43,CUS-497688347,138.63,-34.93,9,18,Tuesday,September
posted,,PAYMENT,Billy,12828.72,M,52,,20.0,CUS-134833760,116.02,-31.87,9,18,Tuesday,September
posted,,PAYMENT,Matthew,12106.93,M,39,,34.0,CUS-1790886359,145.17,-37.84,9,18,Tuesday,September
authorized,0.0,SALES-POS,Richard,20450.0,M,24,NSW,11.81,CUS-51506836,152.99,-27.49,9,18,Tuesday,September
authorized,1.0,SALES-POS,Jacqueline,5045.78,F,30,NSW,61.26,CUS-497688347,138.63,-34.93,9,18,Tuesday,September
authorized,0.0,SALES-POS,Michael,979.51,M,38,NSW,23.6,CUS-2142601169,151.23,-33.94,9,18,Tuesday,September
authorized,1.0,POS,Michael,958.76,M,38,NSW,20.75,CUS-2142601169,151.23,-33.94,9,18,Tuesday,September
posted,,PAYMENT,Michael,47714.0,M,22,,163.0,CUS-3462882033,145.03,-37.91,9,18,Tuesday,September
authorized,0.0,SALES-POS,Diana,1727.48,F,26,QLD,2.28,CUS-2487424745,153.41,-27.95,9,18,Tuesday,September
authorized,1.0,SALES-POS,Daniel,6967.8,M,22,NSW,42.15,CUS-1617121891,255.0,-573.0,9,18,Tuesday,September
posted,,PAYMENT,Daniel,6927.8,M,22,,40.0,CUS-1617121891,255.0,-573.0,9,18,Tuesday,September
authorized,1.0,SALES-POS,Diana,1719.55,F,26,QLD,7.93,CUS-2487424745,153.41,-27.95,9,18,Tuesday,September
authorized,1.0,SALES-POS,Christine,15345.38,F,39,NSW,48.69,CUS-2376382098,151.04,-33.8,9,18,Tuesday,September
authorized,1.0,POS,Amy,3784.89,F,43,VIC,17.07,CUS-2599279756,142.77,-37.06,9,18,Tuesday,September
authorized,1.0,SALES-POS,Diana,1713.76,F,26,QLD,5.79,CUS-2487424745,153.41,-27.95,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,18531.07,M,24,QLD,8.93,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
authorized,1.0,SALES-POS,Jeffrey,3281.66,M,24,VIC,43.41,CUS-1433879684,145.0,-37.83,9,19,Wednesday,September
authorized,1.0,POS,Darren,11790.03,M,20,SA,9.01,CUS-2110742437,138.56,-35.27,9,19,Wednesday,September
authorized,0.0,SALES-POS,Christine,15327.54,F,39,NSW,17.84,CUS-2376382098,151.04,-33.8,9,19,Wednesday,September
authorized,1.0,SALES-POS,Nathaniel,7041.21,M,31,NSW,21.75,CUS-2083971310,151.11,-33.99,9,19,Wednesday,September
posted,,PAYMENT,Sarah,19015.08,F,46,,155.0,CUS-1499065773,151.09,-33.91,9,19,Wednesday,September
posted,,INTER BANK,Michael,13235.24,M,40,,21.0,CUS-2031327464,151.23,-33.96,9,19,Wednesday,September
posted,,PAYMENT,Fernando,10817.14,M,19,,27.0,CUS-2317998716,146.94,-36.04,9,19,Wednesday,September
posted,,PAYMENT,Christopher,62299.84,M,33,,111.0,CUS-3117610635,145.13,-37.7,9,19,Wednesday,September
posted,,PAYMENT,Kristin,4352.87,F,43,,29.0,CUS-4123612273,144.95,-37.76,9,19,Wednesday,September
authorized,1.0,POS,Michael,901.77,M,38,NSW,56.99,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
posted,,INTER BANK,Isaiah,15284.22,M,23,,25.0,CUS-1462656821,151.27,-33.76,9,19,Wednesday,September
posted,,INTER BANK,Ricky,13132.57,M,43,,39.0,CUS-3142625864,145.16,-37.84,9,19,Wednesday,September
posted,,INTER BANK,Paul,7485.88,M,25,,192.0,CUS-3989008654,115.79,-31.94,9,19,Wednesday,September
posted,,PAYMENT,Jacqueline,4877.78,F,30,,168.0,CUS-497688347,138.63,-34.93,9,19,Wednesday,September
authorized,1.0,SALES-POS,Robert,5577.12,M,20,SA,39.51,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
posted,,PAYMENT,Karen,7310.51,F,26,,55.0,CUS-2630892467,149.03,-34.97,9,19,Wednesday,September
posted,,PAYMENT,Ruth,6763.13,F,47,,58.0,CUS-3716701010,115.72,-32.28,9,19,Wednesday,September
authorized,1.0,POS,Tonya,6621.29,F,27,WA,18.62,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,1.0,POS,Ryan,39339.8,M,38,SA,58.51,CUS-3249305314,151.27,-33.9,9,19,Wednesday,September
authorized,0.0,POS,Ryan,39275.13,M,38,VIC,64.67,CUS-3249305314,151.27,-33.9,9,19,Wednesday,September
authorized,0.0,SALES-POS,Michael,891.28,M,38,NSW,10.49,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,SALES-POS,Christopher,9874.48,M,35,WA,13.72,CUS-1896554896,151.68,-32.98,9,19,Wednesday,September
authorized,1.0,POS,Mackenzie,2467.06,F,18,NSW,20.11,CUS-586638664,150.79,-33.64,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michael,872.1,M,38,NSW,19.18,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
posted,,INTER BANK,Christine,15302.54,F,39,,25.0,CUS-2376382098,151.04,-33.8,9,19,Wednesday,September
posted,,PAYMENT,Ryan,4391.24,M,31,,36.0,CUS-3129499595,150.92,-33.77,9,19,Wednesday,September
authorized,1.0,POS,Virginia,5475.51,F,20,NSW,36.36,CUS-127297539,115.79,-31.79,9,19,Wednesday,September
authorized,1.0,SALES-POS,Ashley,8959.24,F,25,QLD,168.74,CUS-1220154422,150.5,-23.4,9,19,Wednesday,September
authorized,0.0,SALES-POS,Tonya,6581.92,F,27,NSW,39.37,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,1.0,SALES-POS,Christopher,9865.18,M,35,NSW,9.3,CUS-1896554896,151.68,-32.98,9,19,Wednesday,September
authorized,1.0,POS,Sandra,8563.55,F,34,NT,8.3,CUS-4142663097,130.9,-12.37,9,19,Wednesday,September
authorized,1.0,POS,Daniel,6795.17,M,22,NSW,132.63,CUS-1617121891,255.0,-573.0,9,19,Wednesday,September
authorized,1.0,POS,Michele,5394.48,F,30,VIC,34.75,CUS-1271030853,145.04,-37.85,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michele,5374.36,F,30,VIC,20.12,CUS-1271030853,145.04,-37.85,9,19,Wednesday,September
authorized,1.0,POS,Michael,863.01,M,38,NSW,9.09,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,POS,James,12283.73,M,28,VIC,23.56,CUS-4023861240,147.63,-22.84,9,19,Wednesday,September
authorized,1.0,SALES-POS,Darren,11782.07,M,20,ACT,7.96,CUS-2110742437,138.56,-35.27,9,19,Wednesday,September
posted,,PAYMENT,Rhonda,4114.65,F,40,,32.0,CUS-1614226872,153.1,-27.66,9,19,Wednesday,September
posted,,INTER BANK,Susan,6919.37,F,20,,39.0,CUS-164374203,150.68,-33.79,9,19,Wednesday,September
posted,,PAYMENT,Richard,7201.18,M,22,,34.0,CUS-2283904812,145.03,-37.88,9,19,Wednesday,September
posted,,PAYMENT,Luis,7168.52,M,27,,29.0,CUS-3180318393,144.71,-37.58,9,19,Wednesday,September
posted,,PAYMENT,Joseph,6791.24,M,21,,30.0,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michele,5361.99,F,30,VIC,12.37,CUS-1271030853,145.04,-37.85,9,19,Wednesday,September
authorized,1.0,POS,Susan,5315.73,F,19,NSW,77.19,CUS-1928710999,145.15,-37.76,9,19,Wednesday,September
authorized,1.0,SALES-POS,Robert,5431.82,M,20,NSW,145.3,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,1.0,POS,Joseph,6851.58,M,21,VIC,19.58,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,1.0,POS,Joseph,6842.51,M,21,VIC,9.07,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,0.0,SALES-POS,Joseph,6821.24,M,21,VIC,21.27,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,0.0,SALES-POS,Tonya,6568.54,F,27,WA,13.38,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,18514.27,M,24,QLD,16.8,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
authorized,1.0,POS,Robert,5410.2,M,20,NSW,21.62,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,0.0,SALES-POS,Michael,855.13,M,38,NSW,7.88,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,SALES-POS,Christopher,9806.68,M,35,WA,58.5,CUS-1896554896,151.68,-32.98,9,19,Wednesday,September
authorized,1.0,POS,Joseph,6755.95,M,21,VIC,35.29,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,0.0,SALES-POS,Tonya,6550.15,F,27,WA,18.39,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,0.0,POS,Joseph,6676.08,M,21,WA,79.87,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,1.0,SALES-POS,Ashley,8875.09,F,25,NSW,84.15,CUS-1220154422,150.5,-23.4,9,19,Wednesday,September
authorized,0.0,SALES-POS,Barry,8858.41,M,38,NSW,22.0,CUS-1604596597,138.67,-34.86,9,19,Wednesday,September
posted,,PAYMENT,Karen,7264.51,F,26,,46.0,CUS-2630892467,149.03,-34.97,9,19,Wednesday,September
posted,,INTER BANK,Tonya,6493.15,F,27,,57.0,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,1.0,POS,Richard,7120.68,M,22,VIC,80.5,CUS-2283904812,145.03,-37.88,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michael,831.93,M,38,VIC,23.2,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,POS,Michele,5323.72,F,30,VIC,38.27,CUS-1271030853,145.04,-37.85,9,19,Wednesday,September
posted,,PHONE BANK,Andrew,54474.64,M,78,,150.0,CUS-1646183815,145.09,-37.82,9,19,Wednesday,September
posted,,PAYMENT,Marissa,11307.44,F,23,,128.0,CUS-2500783281,145.01,-37.93,9,19,Wednesday,September
posted,,PAYMENT,Ryan,39195.13,M,38,,80.0,CUS-3249305314,151.27,-33.9,9,19,Wednesday,September
authorized,1.0,POS,Daniel,6738.26,M,22,QLD,56.91,CUS-1617121891,255.0,-573.0,9,19,Wednesday,September
authorized,1.0,POS,Sandra,8550.27,F,34,NT,13.28,CUS-4142663097,130.9,-12.37,9,19,Wednesday,September
authorized,1.0,POS,Richard,18498.7,M,24,QLD,15.57,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
posted,,PAYMENT,Michael,34710.67,M,21,,72.0,CUS-2059096722,146.92,-36.07,9,19,Wednesday,September
posted,,PAYMENT,Kenneth,15126.33,M,29,,56.0,CUS-261674136,121.48,-30.75,9,19,Wednesday,September
authorized,1.0,SALES-POS,Susan,7790.43,F,19,SA,10.67,CUS-1928710999,145.15,-37.76,9,19,Wednesday,September
authorized,1.0,SALES-POS,Ryan,4367.79,M,31,WA,23.45,CUS-3129499595,150.92,-33.77,9,19,Wednesday,September
authorized,1.0,SALES-POS,Daniel,6652.51,M,22,NSW,85.75,CUS-1617121891,255.0,-573.0,9,19,Wednesday,September
authorized,1.0,POS,James,12245.15,M,28,VIC,38.58,CUS-4023861240,147.63,-22.84,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,18493.18,M,24,QLD,5.52,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
authorized,1.0,SALES-POS,Alexander,12959.54,M,38,VIC,13.83,CUS-1478398256,143.88,-37.66,9,19,Wednesday,September
posted,,PAYMENT,Debra,4318.21,F,18,,36.0,CUS-1842679196,138.61,-34.89,9,19,Wednesday,September
posted,,PAYMENT,Ryan,39160.13,M,38,,35.0,CUS-3249305314,151.27,-33.9,9,19,Wednesday,September
authorized,1.0,SALES-POS,Sandra,8511.46,F,34,NT,38.81,CUS-4142663097,130.9,-12.37,9,19,Wednesday,September
authorized,1.0,POS,Joseph,6644.6,M,21,VIC,31.48,CUS-537508723,147.08,-37.97,9,19,Wednesday,September
authorized,0.0,SALES-POS,Mackenzie,2430.42,F,18,WA,36.64,CUS-586638664,150.79,-33.64,9,19,Wednesday,September
authorized,0.0,POS,Linda,16398.04,F,35,VIC,9.85,CUS-2155701614,144.96,-37.84,9,19,Wednesday,September
authorized,1.0,POS,Jeffrey,3205.07,M,30,QLD,31.35,CUS-860700529,153.05,-27.61,9,19,Wednesday,September
authorized,1.0,POS,Jeffrey,3186.4,M,30,NSW,18.67,CUS-860700529,153.05,-27.61,9,19,Wednesday,September
authorized,1.0,POS,Jessica,23077.84,F,34,WA,11.55,CUS-1196156254,138.52,-35.01,9,19,Wednesday,September
authorized,1.0,POS,Richard,18484.17,M,24,QLD,9.01,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
authorized,1.0,POS,Barry,8847.02,M,38,SA,11.39,CUS-1604596597,138.67,-34.86,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michael,47684.13,M,22,VIC,29.87,CUS-3462882033,145.03,-37.91,9,19,Wednesday,September
authorized,1.0,SALES-POS,Sandra,8470.1,F,34,NT,41.36,CUS-4142663097,130.9,-12.37,9,19,Wednesday,September
posted,,PAYMENT,Lucas,10766.16,M,21,,55.0,CUS-1117979751,115.81,-31.82,9,19,Wednesday,September
posted,,PAYMENT,Susan,6884.37,F,20,,35.0,CUS-164374203,150.68,-33.79,9,19,Wednesday,September
posted,,PAYMENT,Ryan,4254.79,M,31,,113.0,CUS-3129499595,150.92,-33.77,9,19,Wednesday,September
authorized,1.0,SALES-POS,Robert,5371.52,M,20,NSW,38.68,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,1.0,SALES-POS,Tonya,6478.42,F,27,WA,14.73,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
authorized,0.0,POS,Matthew,11962.88,M,39,VIC,144.05,CUS-1790886359,145.17,-37.84,9,19,Wednesday,September
posted,,PAYMENT,Daniel,6619.51,M,22,,33.0,CUS-1617121891,255.0,-573.0,9,19,Wednesday,September
posted,,PAYMENT,Karen,7214.51,F,26,,50.0,CUS-2630892467,149.03,-34.97,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,18449.36,M,24,NSW,34.81,CUS-51506836,152.99,-27.49,9,19,Wednesday,September
authorized,1.0,POS,Jeffrey,3281.56,M,24,VIC,0.1,CUS-1433879684,145.0,-37.83,9,19,Wednesday,September
authorized,1.0,SALES-POS,Kimberly,3886.87,F,24,VIC,7.23,CUS-3378712515,145.45,-37.74,9,19,Wednesday,September
authorized,1.0,POS,Robert,5345.2,M,20,VIC,26.32,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,1.0,POS,Charles,13973.37,M,18,SA,48.76,CUS-3336454548,153.41,-28.01,9,19,Wednesday,September
posted,,PAYMENT,Abigail,11413.86,F,40,,73.0,CUS-2505971401,138.58,-34.96,9,19,Wednesday,September
posted,,PAYMENT,Linda,3390.65,F,24,,46.0,CUS-423725039,116.0,-31.88,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,7072.01,M,22,SA,48.67,CUS-2283904812,145.03,-37.88,9,19,Wednesday,September
authorized,1.0,POS,Jeffrey,3141.02,M,30,VIC,45.38,CUS-860700529,153.05,-27.61,9,19,Wednesday,September
posted,,PAYMENT,Matthew,11914.88,M,39,,48.0,CUS-1790886359,145.17,-37.84,9,19,Wednesday,September
authorized,1.0,POS,Robert,5325.5,M,20,NSW,19.7,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,1.0,POS,Michael,824.52,M,38,NSW,7.41,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,SALES-POS,James,12203.97,M,28,VIC,41.18,CUS-4023861240,147.63,-22.84,9,19,Wednesday,September
authorized,1.0,SALES-POS,Jessica,23063.73,F,34,SA,14.11,CUS-1196156254,138.52,-35.01,9,19,Wednesday,September
posted,,PAYMENT,Fernando,13439.9,M,19,,17.0,CUS-2317998716,146.94,-36.04,9,19,Wednesday,September
posted,,PAYMENT,Marissa,11274.44,F,23,,33.0,CUS-2500783281,145.01,-37.93,9,19,Wednesday,September
posted,,INTER BANK,Tonya,6445.42,F,27,,33.0,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
posted,,PHONE BANK,Eric,39346.38,M,42,,36.0,CUS-3151318058,144.98,-37.84,9,19,Wednesday,September
authorized,0.0,POS,Jeffrey,3135.7,M,30,QLD,5.32,CUS-860700529,153.05,-27.61,9,19,Wednesday,September
authorized,1.0,SALES-POS,Michael,816.63,M,38,NSW,7.89,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
posted,,INTER BANK,Heather,3920.11,F,41,,43.0,CUS-2348881191,144.93,-37.79,9,19,Wednesday,September
posted,,PHONE BANK,Luis,7101.52,M,27,,67.0,CUS-3180318393,144.71,-37.58,9,19,Wednesday,September
authorized,1.0,POS,Michael,811.09,M,38,NSW,5.54,CUS-2142601169,151.23,-33.94,9,19,Wednesday,September
authorized,1.0,POS,Tonya,6424.12,F,27,WA,21.3,CUS-3026014945,116.06,-32.0,9,19,Wednesday,September
posted,,PAYMENT,Eric,8686.14,M,22,,89.0,CUS-326006476,151.18,-33.8,9,19,Wednesday,September
posted,,PAYMENT,Michelle,11675.06,F,19,,33.0,CUS-883482547,150.82,-34.01,9,19,Wednesday,September
authorized,1.0,POS,Scott,5089.15,M,23,NSW,5.36,CUS-511326734,150.9,-34.37,9,19,Wednesday,September
authorized,1.0,POS,Jessica,5010.88,F,21,NT,31.41,CUS-325142416,130.84,-12.45,9,19,Wednesday,September
authorized,1.0,SALES-POS,Jeffrey,3124.0,M,30,QLD,11.7,CUS-860700529,153.05,-27.61,9,19,Wednesday,September
posted,,PAYMENT,Antonio,6609.45,M,26,,29.0,CUS-1646621553,115.78,-31.9,9,19,Wednesday,September
posted,,PAYMENT,Matthew,11882.88,M,39,,32.0,CUS-1790886359,145.17,-37.84,9,19,Wednesday,September
posted,,PAYMENT,Kenneth,15087.33,M,29,,39.0,CUS-261674136,121.48,-30.75,9,19,Wednesday,September
authorized,1.0,POS,Robert,5270.57,M,20,NSW,54.93,CUS-2688605418,151.22,-33.87,9,19,Wednesday,September
authorized,1.0,SALES-POS,Charles,13969.54,M,18,QLD,3.83,CUS-3336454548,153.41,-28.01,9,19,Wednesday,September
authorized,1.0,SALES-POS,Richard,18325.62,M,24,QLD,123.74,CUS-51506836,152.99,-27.49,9,20,Thursday,September
authorized,1.0,POS,Jessica,5000.75,F,21,NT,10.13,CUS-325142416,130.84,-12.45,9,20,Thursday,September
authorized,1.0,POS,Linda,16377.09,F,35,VIC,20.95,CUS-2155701614,144.96,-37.84,9,20,Thursday,September
authorized,1.0,POS,Scott,5084.36,M,23,NSW,4.79,CUS-511326734,150.9,-34.37,9,20,Thursday,September
authorized,1.0,POS,Barry,8841.63,M,38,NSW,5.39,CUS-1604596597,138.67,-34.86,9,20,Thursday,September
posted,,INTER BANK,Ricky,13116.57,M,43,,16.0,CUS-3142625864,145.16,-37.84,9,20,Thursday,September
posted,,PAYMENT,Tim,61406.8,M,40,,47.0,CUS-1816693151,115.83,-31.9,9,20,Thursday,September
posted,,PAYMENT,Joseph,3731.08,M,37,,52.0,CUS-2695611575,153.32,-27.93,9,20,Thursday,September
posted,,PAYMENT,Darren,11731.92,M,20,,39.0,CUS-2110742437,138.56,-35.27,9,20,Thursday,September
posted,,PAYMENT,Heather,3898.11,F,41,,22.0,CUS-2348881191,144.93,-37.79,9,20,Thursday,September
authorized,1.0,SALES-POS,Jonathan,56851.01,M,38,VIC,8.44,CUS-495599312,130.98,-12.49,9,20,Thursday,September
authorized,1.0,POS,Darren,11770.92,M,20,SA,11.15,CUS-2110742437,138.56,-35.27,9,20,Thursday,September
authorized,1.0,POS,Derek,4846.9,M,20,VIC,9.0,CUS-3325710106,145.04,-37.92,9,20,Thursday,September
posted,,PAYMENT,Andrew,54327.64,M,78,,147.0,CUS-1646183815,145.09,-37.82,9,20,Thursday,September
posted,,PAYMENT,Fernando,13406.9,M,19,,33.0,CUS-2317998716,146.94,-36.04,9,20,Thursday,September
posted,,PAYMENT,Joseph,3713.08,M,37,,18.0,CUS-2695611575,153.32,-27.93,9,20,Thursday,September
posted,,PAYMENT,Tiffany,5048.32,F,25,,46.0,CUS-1669695324,115.74,-31.72,9,20,Thursday,September
posted,,PAYMENT,Jacqueline,4830.78,F,30,,47.0,CUS-497688347,138.63,-34.93,9,20,Thursday,September
authorized,0.0,SALES-POS,Jessica,4989.25,F,21,NT,11.5,CUS-325142416,130.84,-12.45,9,20,Thursday,September
posted,,PAYMENT,Linda,16344.09,F,35,,33.0,CUS-2155701614,144.96,-37.84,9,20,Thursday,September
posted,,INTER BANK,Cindy,10376.9,F,19,,22.0,CUS-3174332735,144.66,-37.91,9,20,Thursday,September
authorized,1.0,SALES-POS,Jessica,23027.94,F,34,WA,35.79,CUS-1196156254,138.52,-35.01,9,20,Thursday,September
posted,,PAYMENT,Kristin,5377.91,F,43,,43.0,CUS-4123612273,144.95,-37.76,9,20,Thursday,September
authorized,1.0,POS,Ricky,13087.47,M,43,VIC,29.1,CUS-3142625864,145.16,-37.84,9,20,Thursday,September
authorized,0.0,SALES-POS,Luis,7024.99,M,27,VIC,76.53,CUS-3180318393,144.71,-37.58,9,20,Thursday,September
authorized,1.0,POS,Christopher,9781.4,M,35,NSW,25.28,CUS-1896554896,151.68,-32.98,9,20,Thursday,September
authorized,1.0,POS,Dustin,5546.15,M,28,VIC,11.41,CUS-1140341822,144.97,-37.42,9,20,Thursday,September
authorized,0.0,POS,Luis,6987.07,M,27,VIC,37.92,CUS-3180318393,144.71,-37.58,9,20,Thursday,September
authorized,1.0,SALES-POS,Jeffrey,3257.23,M,24,VIC,24.33,CUS-1433879684,145.0,-37.83,9,20,Thursday,September
authorized,0.0,POS,Nathaniel,6992.39,M,31,NSW,48.82,CUS-2083971310,151.11,-33.99,9,20,Thursday,September
authorized,0.0,POS,Abigail,11406.5,F,40,NSW,7.36,CUS-2505971401,138.58,-34.96,9,20,Thursday,September
posted,,PAYMENT,Jessica,23000.94,F,34,,27.0,CUS-1196156254,138.52,-35.01,9,20,Thursday,September
posted,,INTER BANK,Jessica,4950.25,F,21,,39.0,CUS-325142416,130.84,-12.45,9,20,Thursday,September
authorized,1.0,SALES-POS,Abigail,11388.89,F,40,NSW,17.61,CUS-2505971401,138.58,-34.96,9,20,Thursday,September
authorized,1.0,SALES-POS,Ryan,4128.33,M,31,NSW,126.46,CUS-3129499595,150.92,-33.77,9,20,Thursday,September
authorized,1.0,SALES-POS,Christopher,9697.35,M,35,NSW,84.05,CUS-1896554896,151.68,-32.98,9,20,Thursday,September
authorized,1.0,SALES-POS,Joseph,6625.22,M,21,VIC,19.38,CUS-537508723,147.08,-37.97,9,20,Thursday,September
authorized,1.0,POS,Ryan,4097.92,M,31,NSW,30.41,CUS-3129499595,150.92,-33.77,9,20,Thursday,September
authorized,1.0,SALES-POS,Scott,5066.13,M,23,NSW,18.23,CUS-511326734,150.9,-34.37,9,20,Thursday,September
authorized,0.0,SALES-POS,Nathaniel,6924.9,M,31,QLD,67.49,CUS-2083971310,151.11,-33.99,9,20,Thursday,September
authorized,1.0,SALES-POS,Ryan,4057.77,M,31,NSW,40.15,CUS-3129499595,150.92,-33.77,9,20,Thursday,September
authorized,1.0,POS,Nathaniel,6908.52,M,31,NSW,16.38,CUS-2083971310,151.11,-33.99,9,20,Thursday,September
authorized,1.0,POS,Kaitlyn,5308.69,F,21,WA,15.66,CUS-809013380,114.62,-28.8,9,20,Thursday,September
authorized,1.0,POS,Tonya,6409.4,F,27,WA,14.72,CUS-3026014945,116.06,-32.0,9,20,Thursday,September
authorized,1.0,SALES-POS,Edward,8566.94,M,19,WA,9.75,CUS-443776336,115.98,-32.07,9,20,Thursday,September
authorized,1.0,SALES-POS,Charles,13967.9,M,18,QLD,1.64,CUS-3336454548,153.41,-28.01,9,20,Thursday,September
authorized,0.0,POS,Dustin,5533.73,M,28,VIC,12.42,CUS-1140341822,144.97,-37.42,9,20,Thursday,September
authorized,0.0,SALES-POS,Robert,5233.4,M,20,NSW,37.17,CUS-2688605418,151.22,-33.87,9,20,Thursday,September
posted,,PAYMENT,Jeffrey,3216.23,M,24,,41.0,CUS-1433879684,145.0,-37.83,9,20,Thursday,September
posted,,INTER BANK,Robert,5209.4,M,20,,24.0,CUS-2688605418,151.22,-33.87,9,20,Thursday,September
posted,,PAYMENT,Ruth,6717.13,F,47,,46.0,CUS-3716701010,115.72,-32.28,9,20,Thursday,September
